,mR,mG,mB,stdR,stdG,stdB,D1,D2,D3
2963,130.350730667,113.941842667,79.8577306667,7707.05435333,6471.79629506,3914.10916477,23372.6921641,64249.7500151,52445.5306961
2964,82.5291253333,26.206864,28.9107733333,12968.950917,2715.99904195,2847.88501994,64672.6063492,61750.5228804,3931.09781104
2965,75.4455513196,70.4391642229,77.7252082111,3273.45536965,3022.44261572,3384.3105012,13625.5315493,16520.1085045,6963.30015151
2966,159.911066667,140.713461333,135.504877333,7345.77601086,9235.98972493,9142.07303754,22863.7169769,24639.6485973,9383.87622467
2967,173.473349333,145.665666667,129.612245333,8126.28380708,8978.46202122,8994.59875032,26611.8837928,40622.7107909,17312.3585048
2968,48.939592,41.2313546667,34.5099173333,6386.87670554,5007.46198435,4027.31666965,11370.1565952,19678.9202956,8904.36786077
2969,70.1479493333,101.660608,113.585997333,2450.22948966,3586.59713307,4111.96061513,33450.8332781,42366.1169332,13929.6612665
2970,189.856701333,156.280424,131.732285333,4878.90077483,5918.40462905,5830.37274219,40188.1194136,60492.6900708,32199.932795
2971,205.717845333,181.794229333,156.440968,5202.82974341,5693.51294377,4513.15277656,25562.8315333,46836.6988269,28228.7631504
2972,219.001632,184.387618667,119.164173333,2164.99100534,3823.78863977,4473.72044178,25972.8564274,67839.0452984,46023.5700919
2973,64.6931706667,46.9496853333,43.24928,5414.27698909,3614.25508443,3128.06253681,27801.1577637,28758.2283356,6408.62184873
2974,139.093144,138.747354667,126.52244,7964.99390286,7634.513349,6791.77857378,10901.7064261,23736.2964255,16526.3606702
2975,78.2148533333,38.1087306667,26.4367066667,5601.14475005,3219.96975098,1599.54880995,37584.726632,44721.3417174,14126.2519091
2976,78.186696,129.471837333,182.835410667,5147.24649127,4467.21288686,6878.58631035,41437.2117547,86832.9951574,48988.2902947
2977,97.1728186667,86.5529706667,64.595248,12463.7342697,11208.9288634,8898.37995715,17172.6927126,43908.2276686,31977.1055913
2978,89.1155546667,67.3167306667,56.0048026667,7991.45730579,6789.70057768,5296.8985876,22895.5573201,31323.7594806,12990.6945542
2979,78.0367466667,56.3600826667,52.9518506667,5807.78669235,3741.01024714,3853.81583631,30185.6739034,36054.3986776,11789.0182373
2980,95.3035089655,94.1115227586,86.7455006897,7531.829063,7901.33756267,6775.31378458,30010.6477271,28987.3443075,19550.9618433
2981,184.450024,161.09468,141.286506667,7080.77303307,10196.2871397,9230.3119406,42683.6064081,54654.2213649,26761.997403
2982,39.2571493333,28.9100106667,31.3601253333,6454.83061822,5110.79167259,5301.51910708,25007.7242667,23651.1661869,4171.50368572
2983,120.728490956,118.352222222,114.326658915,6934.96682547,7402.67918498,7075.77787018,2633.75093735,4273.55835341,3073.88369982
2984,69.218528,69.637576,72.6120426667,12435.2526988,12384.9025342,11985.9055584,1071.71964618,2752.56534891,2213.3994217
2985,111.275048,80.3518693333,70.6061466667,8743.42507126,7316.57407331,6458.86188489,28220.0883769,36588.1022465,16435.0011865
2986,139.911605333,134.693288,118.102218667,6389.72550905,7007.94741842,8138.70251668,32308.9280695,48931.1743983,23128.2862962
2987,136.345650667,75.1744853333,117.842818667,6609.17209628,5974.02658954,5573.7842407,70491.4760875,28638.4142717,61381.6183967
2988,70.8928373333,48.7822346667,49.176384,7248.91880416,3741.41023693,4061.19639802,40037.1832676,43714.9934691,5101.94002317
2989,161.900722667,133.116866667,122.076706667,7559.01494668,8243.11381152,9123.70007609,40052.6217619,52254.2034864,22474.1961369
2990,210.754728,178.190005333,161.520469333,5257.71301765,7382.50476197,8965.45283967,31361.2254384,46272.0289052,16272.7191336
2991,97.9404029197,77.6466510949,72.9716058394,6413.68542921,5468.47379565,4943.81106238,22593.2419099,26939.4410298,6069.58688874
2992,75.9437973333,166.142896,205.193845333,8797.31468659,2342.14834873,2827.79524532,68417.8652546,100224.576926,33637.1583818
2993,55.1034572714,60.1952623688,83.9816431784,2882.21472688,2914.56793558,3991.68105433,23926.4532892,39878.919381,20434.5562222
2994,57.6828934993,93.8150594744,127.600528354,3599.49335218,3875.25431706,2428.20480138,31962.9423552,60826.855541,42503.0391266
2995,27.954176,24.8112666667,21.52648,4050.10139883,3374.27688906,2716.31590681,7587.88092948,13659.6819875,7465.59743088
2996,189.731222874,196.864486804,194.550472141,7717.12637762,6453.81802914,6727.28377514,8836.48533072,8315.58500648,3312.98309685
2997,185.924304,170.484101333,174.562709333,5036.57475012,8947.56193923,10190.3193209,37140.764424,41133.8723195,10215.7886627
2998,134.458389474,121.294657895,117.837578947,7782.27043172,8368.23922936,8830.65289835,21043.5522191,26332.6202646,7772.52172721
2999,93.763832,83.34768,79.7117413333,4597.90869134,3935.49063328,3339.26665894,15646.39508,21708.3284018,10399.2021329
3000,118.86556,87.2807866667,80.3674933333,9249.92521389,7003.27059085,6311.47638865,34335.6325703,42796.5876093,11920.9345691
3001,95.8147626667,121.453552,129.712354667,6132.83456713,2739.85154925,3723.6774335,39439.0749131,71540.727121,40083.1829699
3002,139.855053333,97.5872693333,86.248024,4550.41544113,8446.43513606,8288.81572943,45961.6725871,58619.5794935,23300.3736236
3003,139.099133333,125.347536111,108.654411111,6761.4052948,7167.94534365,9067.91046832,35680.5346513,48216.8203639,23606.7253341
3004,135.487421333,113.477258667,93.3173253333,4865.21640178,4406.34530683,3680.94926997,17073.3048646,32516.8297963,17401.9816975
3005,62.9179386667,58.5813813333,59.682968,5726.01786594,5217.26853975,4845.75576004,13794.7126465,13800.6601291,3953.26965941
3006,212.6144,202.433453237,194.138443165,4332.38517739,5622.26716002,7385.99786658,24508.4797366,39422.3992547,18348.6657281
3007,79.005792,80.9357306667,82.7480026667,4806.26035579,4542.31189345,4347.23217468,14984.3723592,14709.4825538,2839.58412448
3008,138.274410667,146.673549333,143.990018667,4519.77485345,4543.0946113,4828.55088971,25278.2960858,39071.045814,17382.3482878
3009,175.427381333,143.297658667,141.938464,6378.60045986,9674.21189532,9529.32997332,36577.1606607,37724.3140958,8119.24762524
3010,122.571698667,150.604157333,161.706866667,4629.38974463,6029.94549258,7344.20920085,25131.7955586,36317.0463281,11674.8462945
3011,138.359416,129.721933333,125.676152,4367.19245481,4618.46982826,4930.06711447,18293.7046002,22704.3309084,9994.42884811
3012,122.292266667,126.389154667,117.956077333,5415.8044522,4110.16894531,5746.0262388,38958.0815364,57062.7455964,28306.0853175
3013,113.479578667,137.213058667,116.786381333,1948.6759563,3285.38449667,761.806732399,18214.302265,19307.7653031,30045.7773406
3014,124.175301713,132.767865613,177.107325428,8035.4427423,8398.23151284,6237.1846499,15341.9745796,46861.6986995,37001.3800689
3015,45.8749333333,63.6775546667,60.8152266667,6564.34468366,6640.85470901,6274.66128282,56778.1508769,59593.6921326,13959.2687129
3016,128.816290667,115.113328,74.0754533333,6308.27649355,5524.69490076,4299.49094946,30926.4175585,60674.1901965,37930.3549285
3017,167.215762667,132.187405333,126.082701333,6566.87600914,7981.61248724,9135.47144582,40843.7597437,51954.0861723,19063.2144719
3018,207.308186667,185.549165333,179.502309333,5911.15999698,8842.4869001,9419.59738133,33726.4623849,38533.4120732,17331.2545709
3019,149.450040248,110.671845201,30.4879287926,6005.42203034,4498.83267975,3364.64198432,24905.5924844,79177.9917654,54706.6847561
3020,26.4900787802,21.3066861499,21.2301677255,3098.2513247,2337.71119138,2313.65352091,11091.8049478,11074.5341663,1129.79555673
3021,127.039738506,18.5204396552,18.061295977,724.568780047,2635.30916268,2643.70098131,67094.6373267,67387.7610698,1128.84188441
3022,53.276,46.5824815864,46.3911359773,6713.02878717,6054.88978602,6129.56278319,22602.0139811,27461.324786,8391.50850563
3023,99.9541413333,113.948594667,103.451450667,7146.00329698,9383.47554149,7779.52018696,14729.8884585,10567.9426096,11165.1795776
3024,51.3568842399,41.5312914923,32.2173835425,2831.82795024,1389.9560055,754.898936864,15961.0998055,25151.7386079,13388.9588094
3025,88.9324500666,69.8999334221,72.5706631158,4530.60358348,3867.80389613,3166.38152869,16465.6449616,19060.9767588,7442.35063673
3026,194.427906667,191.975122667,193.362765333,5184.10038122,5885.09168778,6207.28852131,10422.2785417,15385.0766654,7285.25250077
3027,111.187634667,104.853392,113.734114667,7884.5193719,6971.64553009,6464.87914766,20946.3549335,29512.7670001,16134.6961855
3028,192.940147838,171.187034868,175.477584379,2408.69725175,2245.43831224,1950.26890061,18522.5691253,28814.999063,16321.2151508
3029,191.740789333,152.405978667,149.900261333,6363.2249965,9837.84510666,9778.58510287,36430.2333509,38445.4035484,6327.44355961
3030,133.785746207,106.530077241,86.5303613793,5211.50411186,4957.76306501,3484.66708646,26616.9429124,49733.2634662,31253.0363165
3031,74.3508828829,113.460972973,39.5173573574,3802.09659291,3697.75924566,3733.12923626,25512.5794462,25844.4206358,49784.3321337
3032,60.1888722222,68.2458777778,70.7647694444,4765.20242173,4852.32423856,4531.83488603,11455.894378,17482.2848335,8811.1178065
3033,220.699056088,220.298243502,205.639603283,5250.26931511,4336.8047909,2173.74154239,16666.2129172,28678.6699482,18274.0018332
3034,126.973365333,153.840664,121.968453333,5753.45758926,2969.83382004,4384.03582081,45982.6858828,57578.386761,45357.776147
3035,78.5477517434,69.5438633194,62.9415788006,4228.4041326,3596.9669993,2906.62882685,9130.88418501,18478.7005225,11151.097659
3036,162.545222527,138.242244505,115.004818681,7437.14136152,7216.23615551,4655.10054271,22055.0359329,45921.5045594,32199.2634854
3037,58.8709573333,94.1001706667,94.182528,7858.39875866,4639.4353685,4995.0241342,55536.6649431,68968.0477975,18740.0210245
3038,112.270908616,85.7090939948,65.2858929504,6137.39981479,3023.69880712,913.140889242,28980.4118846,48771.9406729,24692.6938992
3039,89.692424,78.2926986667,80.487248,6785.48091967,5875.22402349,5835.67544272,18125.2490466,10310.4108066,8861.59985556
3040,193.865175809,180.961068917,164.264652602,3948.58252567,4963.10834091,6448.64935703,29525.8448143,48859.2410502,29088.8383061
3041,66.9694933333,59.227072,26.7241253333,9088.38949068,7034.62166497,1627.1113145,17620.3639576,56544.3403799,49023.0167268
3042,87.8892762973,93.7461654979,88.9759607293,5399.49198991,5146.60134084,4820.09451889,15780.9342246,28092.8488231,16091.641122
3043,198.829968,170.675010667,143.987970667,2290.46933445,3136.7048006,3472.66361263,20690.1460845,37576.9676664,18950.9478919
3044,120.273451087,138.792953804,166.2165,2943.61607233,3355.9834172,4639.51360058,34021.0318333,54197.0405834,23674.3705935
3045,41.5089173333,32.5598666667,11.0944933333,4355.52328048,2751.79533865,294.335116343,10358.8723325,36340.2713666,26438.6239997
3046,183.572578667,195.338906667,204.490661333,5008.91343634,4332.45111027,4007.79000346,10070.5130455,18651.1225131,10470.0840493
3047,160.972605333,154.178058667,150.902029333,4407.34878287,3892.62850844,6184.06560975,21307.3873809,44048.4551148,24236.6829207
3048,158.456187683,122.758208211,110.66316129,7496.812145,4683.18107046,5358.70179482,43863.2756529,61886.9275049,18649.8052805
3049,54.771352,47.8472746667,42.1356933333,4203.96379743,2702.14985897,2142.86652865,31104.5433177,31588.9213491,6877.87677994
3050,159.61296,126.868914667,127.0182,7861.39292537,7905.97960864,7205.97765009,42599.213197,49381.7628179,14830.1627098
3051,31.7259830508,38.5378474576,81.5338474576,2001.89979042,1453.21582746,1897.30617638,11724.490522,35708.5370745,28046.8449563
3052,125.106688,95.938224,94.9950213333,9268.66136967,6785.42851973,6857.94910321,40582.1148784,46162.8412579,8072.52878595
3053,65.2831370968,61.4769919355,76.0824435484,4409.16221779,3882.58893299,3666.95065736,7633.33832605,25525.9996474,20647.9653235
3054,159.343552707,106.043364672,94.5397321937,5788.5008063,6204.46748418,5380.41875184,37438.4159387,48595.9309099,20966.3169632
3055,91.7254140845,85.4654957746,64.3783295775,4271.07771243,2912.90744044,3080.02015969,18204.4985374,49476.9020554,33499.5984454
3056,84.1972,59.4003306667,49.6404586667,8262.92726683,6269.89696736,4875.14708736,30125.9412135,35481.0051718,12106.4018602
3057,150.905517333,144.237848,153.08484,3319.16385969,3383.33282833,5312.56859151,19950.3899711,39696.1166615,23003.8280293
3058,169.131938667,66.82408,50.7013013333,3397.49762419,5527.60660415,2093.87466177,80623.3873451,85014.2254861,40469.6449206
3059,104.901,92.204504,95.829896,7491.816367,6400.26856478,3833.19830996,20778.4656315,37306.5765784,25767.7090949
3060,145.817657296,120.687416332,104.683435074,5897.17771499,6089.81130885,6895.47465412,29375.7230549,44934.9288639,16151.2806613
3061,93.9048307255,93.9360512091,106.569815078,6267.26037097,6309.39642264,6465.60997934,32306.5870064,39440.846568,14008.8468476
3062,121.421746667,97.285632,68.4268133333,6600.86143908,5529.40668636,4080.67955038,27463.6867336,42894.5922932,24564.7178083
3063,51.3673173333,39.3766533333,40.914768,3597.63028864,1822.85231627,1929.46774351,24301.1725437,22867.1257048,3205.9970368
3064,164.680908546,129.484482759,102.016836582,5362.76879833,5101.73176821,7090.62508684,36429.2648018,67622.3685625,43138.2709436
3065,192.713304,183.404432,169.160352,7442.88640007,6952.73945342,8044.58817524,23153.3150326,38651.8600199,16865.58401
3066,123.157501333,126.179626667,153.773018667,4054.08724933,4029.97351026,5731.10973814,29531.605527,44212.9280302,25739.4687202
3067,90.6053066667,53.415128,25.1475706667,4322.96019051,2246.60228474,743.781105565,27212.4550344,49707.9946588,24277.8065731
3068,163.688290667,113.102072,98.2608293333,7341.73124529,8000.17353597,7075.97868539,44625.8983103,55768.8411391,19510.1839561
3069,143.29874189,106.041246827,112.325026798,5581.32073354,4656.39247077,3311.00344644,39542.8517687,37839.4762384,24996.9686562
3070,18.765472,18.47748,17.2997466667,2372.53959928,1982.07477818,1877.3315146,7202.82895812,8063.55089275,1987.31225528
3071,109.559018667,117.332146667,134.239056,6671.8313328,4833.59920126,3165.34637223,17577.2865653,44393.0047643,30177.2548288
3072,123.753232,80.2676453333,95.9900373333,10627.4828709,8307.97115798,8314.10768741,65411.0927213,68466.3133665,20347.3759242
3073,110.152901333,78.008192,49.8264053333,9376.42330918,7692.67441822,4211.09368356,56248.4625568,57493.9214352,34922.3307928
3074,27.0907834483,24.9028772414,22.4821737931,2722.59914319,2289.25217545,1699.40469464,6064.54004851,13669.7240279,8826.56190144
3075,139.166291486,133.964940837,127.030002886,9385.64024902,9366.69330477,8229.98499304,9055.57463665,17410.2628929,9613.57269697
3076,159.358821333,155.805896,177.86324,12165.8480046,11654.4470516,7012.84679804,23794.0652475,46806.6789144,38934.6624231
3077,140.41029972,120.559319328,140.228187675,8596.29651408,9153.56286777,6869.23612366,34132.4600051,48763.7450777,34107.6495232
3078,136.171728571,65.6504085714,46.9141857143,6477.90667787,3760.35706869,2089.39951877,49206.7726233,61883.5402995,18200.8131686
3079,62.4369973333,24.8886026667,14.686096,3432.46602,1509.99661463,554.550434945,30181.6994883,38954.394566,12837.9436048
3080,187.129992,181.503242667,161.948853333,6576.76295541,6480.86243749,8056.96609335,14620.5544013,43915.7651305,34433.7933141
3081,197.54766289,162.049121813,95.9161416431,3636.90890672,5760.29371169,2699.00127372,30956.1575942,71308.0404793,52552.451646
3082,174.146818667,143.673856,118.304656,5574.00200428,6368.03462209,6512.21280072,23463.4393685,42057.2111415,20727.1230999
3083,175.112592,124.355077333,92.1300026667,3664.64164304,2683.28680009,3560.61353931,41676.5898317,71046.8219346,33982.1677207
3084,122.501286517,124.168014045,108.806679775,6454.42934666,4651.46604937,3950.21704864,24706.6912192,45217.4702079,30056.8795952
3085,182.185125333,110.252274667,79.348904,4594.95251794,4742.95597083,3175.65957533,63401.9925791,82444.0195587,34144.5750889
3086,106.356192,106.879210667,123.158170667,7578.98853526,6438.99411927,5484.45033137,15640.9098201,33187.9122272,22269.7886833
3087,148.910392,123.217733333,139.351186667,9053.43652774,7327.06685353,9219.84432393,55797.8843237,78519.2358343,34191.8794599
3088,52.917248,44.380272,47.6769893333,6846.63949344,4790.46873187,5149.87367744,30008.0068648,38197.2697846,15069.8872922
3089,86.8377333333,59.585072,50.414416,6398.47522686,4446.00293875,3563.85273405,31501.7640141,38290.7608961,13522.4803938
3090,100.026495105,110.20233007,135.164288112,3234.11556654,3686.4494094,5844.54387095,18863.9623356,41041.9815433,25302.4261287
3091,78.4305706667,107.083005333,96.4602746667,8537.96361157,8748.90873411,9758.83262456,38722.3556231,35680.9475911,25210.8419534
3092,38.4295096582,40.0506210996,27.4583982169,2944.54254671,3283.51884612,1961.96511327,4618.24425513,11200.4577139,12527.0729622
3093,206.852208,220.434122667,231.353658667,6431.52554952,4016.08481751,2741.98920821,17830.7148483,32443.0730357,15190.062146
3094,111.890513399,102.633937941,90.1046544429,8908.19506205,7291.21362903,7611.53429427,18237.697881,38599.2060152,20663.2336046
3095,81.9946293333,58.3289306667,40.4733013333,6115.15364049,3631.90160462,2213.86854051,19846.7614235,35014.3566841,15354.694559
3096,142.937588571,123.180685714,114.874765714,7169.14393339,6346.39375839,3469.61339066,23865.7573942,47276.2361446,33417.9387156
3097,104.2958,95.047528,87.6703386667,4617.73467569,4595.52885309,4994.28895807,15868.263232,33325.2899462,19127.2281839
3098,176.469589333,153.899109333,76.9185733333,8960.42670186,8669.97278107,2657.91259903,31127.9051977,78722.8325011,62678.2044334
3099,154.408722955,151.169992084,154.328891821,8427.38012233,7916.91696285,5672.39891724,32393.9681577,41553.7481342,16481.9636876
3100,97.1027366947,84.5705546218,83.0220980392,6893.9565068,5645.56437779,4949.63188423,17874.2780274,30978.6502934,17136.7679275
3101,112.486751609,90.5710888031,96.228972973,6507.95808188,5546.11030546,3687.10770523,22343.4011959,38525.6137265,25935.5998581
3102,153.095688,113.901536,97.0655066667,8913.69145447,8325.30293417,7926.00242088,34580.5680838,46385.9610874,14212.4949604
3103,135.535613193,122.791301349,119.236653673,8876.56970921,5619.94522148,5094.69837585,38372.5352042,50763.5832955,22546.2235197
3104,170.088699565,158.974609579,151.845338171,6493.03979276,5980.08159916,7261.18220744,51731.7645939,66939.3736899,42858.0969013
3105,102.232789333,70.8512933333,83.437,8151.97937713,3940.20880633,5237.11527367,37760.9390376,34199.1372552,21028.8122822
3106,170.509793904,118.770563135,108.932458636,4452.66560219,4375.78979994,4449.12225964,43619.4506499,50220.2627034,19120.9726479
3107,180.688744,188.503922667,187.944637333,8448.7966477,5985.46950995,5961.30000431,20373.2234072,31014.7133148,12542.0449688
3108,209.492812239,184.493037552,177.47923783,4744.3912724,6704.07707253,7643.90371636,39183.8043457,48798.5918854,18616.9403233
3109,200.980437333,196.747573333,194.426994667,8298.42984664,8820.20818478,9149.79246222,12747.1829829,18445.8930659,7867.60923026
3110,139.437211781,99.670345021,82.9360336606,6548.44009972,7707.96657023,7855.68537815,38117.7656481,48281.6637037,16303.9758955
3111,159.917938667,105.935101333,99.0200373333,8114.41587127,8000.44950816,6868.83753451,53841.2862216,57029.5759672,22050.775882
3112,76.1916,63.6721466667,60.26592,9547.35935344,7842.22726686,7166.24090789,20171.147885,23907.5185663,7657.05746354
3113,79.7486601399,60.2485706294,76.6269986014,4829.56205904,3150.8920588,3207.33626576,24023.9541292,35877.2219939,22146.9090846
3114,144.706346667,99.971672,50.4773866667,9320.41637039,7630.83582952,2815.74283797,41254.9304326,76369.0429559,50113.876232
3115,190.391744459,152.868774446,116.395207301,4204.37421294,4885.95388025,5101.58121406,40179.993218,65141.5060925,37130.7518238
3116,127.356801676,136.449335196,153.613622905,1577.92808642,1931.7388409,2237.41921274,15528.431054,24345.0071678,11336.5401689
3117,64.3709276596,58.6000453901,44.6452028369,5204.35298856,4390.99496397,2414.3727289,7785.31720613,23508.3857804,17554.7771846
3118,180.479013333,175.234453333,172.371298667,9450.25919689,10074.8630956,10430.4085453,8771.3201971,13462.8168301,5210.18742465
3119,149.230213333,142.995490667,145.672304,12203.8895352,12291.9364037,12038.810274,19989.5338865,33322.1834819,14983.5096356
3120,40.2895857339,50.513994513,57.5046310014,2819.12816205,3297.29653666,3983.44088116,16076.0808968,23415.9336777,8124.36095948
3121,136.647826705,135.014701705,105.665727273,2641.03045408,2480.52757079,2349.50169356,12684.1293749,26967.8261452,21495.2643854
3122,186.023218667,154.52516,59.3016666667,4645.65725023,4359.44016697,1077.14654656,21307.549601,84729.5450005,65976.1367314
3123,102.744413333,73.6922586667,60.233984,8316.21144612,5246.97858861,3854.98495815,25617.0890228,36739.7486791,12218.2612102
3124,160.275616,143.846085333,139.492218667,6060.46508649,5911.73498228,6198.28903812,15945.4812408,23147.8285807,8676.05682323
3125,133.086208,141.869064,143.387629333,4620.90690951,3075.53449576,5189.7608555,30586.8343082,60759.2957908,37693.484238
3126,155.327235955,144.535643258,140.608924157,6410.39649528,6237.12246551,8091.40891643,26993.2987795,47976.7561117,22093.127755
3127,120.633814016,99.2388409704,78.3985283019,6424.23888626,6213.13751564,5040.36996765,20523.3457555,34243.4631864,18658.2911329
3128,65.1127120116,25.2349377713,34.7535658466,6360.37503551,2442.48685634,2277.74343519,41161.4345595,37088.8767287,7785.25979014
3129,134.326685333,103.116274667,73.0569573333,6146.71147136,4841.99981087,2264.23125453,28400.0206338,51014.1576232,30808.5047998
3130,58.5061146667,50.031208,41.174648,4608.79854394,3485.32607406,2624.51008741,12192.9756827,23012.3243937,12081.1677416
3131,134.339365333,118.863858667,113.571104,10059.2861378,9985.68404954,9249.84678955,23007.9470836,24420.5924171,9848.23268409
3132,34.3004693333,29.936416,17.6721386667,4241.72597418,3250.66025574,1632.93311495,11171.5257687,24770.1973751,17004.0567513
3133,136.470429333,38.115344,37.3203173333,7120.22682691,3231.21022643,2357.52760214,74002.3966571,74033.0045723,7027.1646487
3134,45.1896605375,44.6620565771,40.9276209335,3456.9893443,3617.94373201,3210.02138645,6783.79672455,8268.35721289,4193.14333168
3135,155.745157333,150.131365333,146.092104,6024.25411655,6024.54693515,6062.51007952,4169.89544233,6642.32813101,2853.21450298
3136,105.224499299,87.2482215989,82.2026479663,7854.49890722,6505.55630189,5513.22161543,19639.770187,28610.1420828,11972.1188183
3137,97.6258426667,120.466208,133.693576,4778.52652629,4938.54106077,6146.96276833,47696.1143596,71239.3590651,34715.4977064
3138,136.358853333,87.1703653333,84.5834506667,10367.163907,8948.49984765,8473.89668399,59081.7109857,63626.4606591,11467.777422
3139,32.3510580297,52.704488529,63.2594116059,2470.65305246,3765.07626541,4678.23350454,17087.3804312,25129.5788862,8425.71201739
3140,185.028648,178.502594667,173.639816,8049.24190729,8855.25944393,8738.50114482,11253.8228172,13844.3207851,4924.41346761
3141,183.632462833,167.711548387,161.641598878,3555.28650689,3362.24821502,3448.36556266,17945.4841116,26270.0979252,10702.0943277
3142,101.446077333,91.7614026667,81.8532506667,5258.79751901,4646.60388731,4742.02661663,18518.9018843,34914.6331787,18414.1383996
3143,120.643439776,139.016960784,113.410170868,3449.82913371,2453.89509889,2422.60373465,13894.9343647,10179.8065306,15558.546783
3144,219.255082667,195.775810667,195.015229333,3477.81032483,7128.71324581,6739.82892273,33326.2399769,33330.2402182,11241.8503815
3145,110.33396,66.1228453333,17.9144586667,13088.7254814,7859.10034102,1398.93770135,46323.7041697,84209.1219584,55421.2778362
3146,132.086229822,136.667931601,110.306407661,4626.0346465,4625.99077299,4204.62611435,24970.4335966,58736.258129,47072.0031547
3147,163.618429333,155.952256,151.930706667,9444.33239583,9668.00009384,9052.34317443,18250.7836818,18563.9145656,3460.8569748
3148,130.650232,150.291448,152.058258667,5594.94078501,6261.18472473,6022.89519526,12930.6523424,16143.4745331,8296.04411753
3149,175.781653333,176.683629333,166.000181333,3814.16203673,3835.0777736,3970.0401493,22415.8651183,39278.4892276,23990.3595846
3150,111.523233468,92.1396761134,60.2966315789,5015.80196223,3365.95286845,1677.45679243,19527.4156508,45336.2323313,27880.9799326
3151,165.650806324,135.886943347,116.901306983,4234.83601108,5466.66950278,5128.51000672,27785.5109365,41830.1171765,24054.0537332
3152,174.832944,161.889930667,160.163496,7660.96471096,9288.86703674,9687.23933039,23284.8728577,25188.9771329,4170.7686342
3153,50.5941173333,60.1958986667,87.5189413333,5230.18471526,5708.82249305,7539.17607323,10623.1138561,31729.6358157,22472.0719783
3154,61.2224,69.501608,81.19028,5244.58644224,5303.91090408,5527.98919885,11108.5238893,19227.9949813,9286.07839726
3155,88.6225835777,56.7828856305,45.3793313783,5421.51469761,4081.21381736,2754.15447134,27932.7399122,37546.5050704,16803.4613696
3156,184.372936,179.627898667,185.203504,8187.84640407,8624.53021793,7933.98547146,16645.3027909,23699.2600939,13466.4529108
3157,31.1106613333,26.227152,23.5089786667,4293.14618607,3344.3727593,2875.67002605,13202.6220881,19746.8441782,13117.6497514
3158,174.114509333,120.038498667,82.6458666667,5988.93772761,4367.41847252,3389.58147492,42786.6919497,70539.0437205,32201.7479184
3159,181.102915014,161.558951841,125.567631728,6108.23171162,3980.42330655,4018.74808884,30690.4474878,42475.5690368,30589.9987905
3160,157.375761364,119.997838068,90.6679886364,7405.3293659,6817.03823112,4255.88131391,28201.599405,45638.9357457,22853.7056733
3161,54.26784,48.8291386667,45.0187946667,4384.6683204,3808.24812107,3515.97485743,10251.2649463,11534.6067987,4098.20582694
3162,169.399146667,158.165101333,175.099018667,8710.84498061,8009.60815222,7331.3996033,41732.6496523,55226.2879795,20263.8741854
3163,175.020269333,166.875144,142.111173333,5503.88362915,4260.92842431,7828.70386982,29520.4102953,68620.679558,47608.2390664
3164,132.000677333,105.757256,103.63864,6794.21191954,6134.90622468,4857.53258162,33727.8060804,50404.1980791,34731.40514
3165,166.123085333,140.232285333,153.664368,8518.44138067,11225.4703075,10274.3328285,38521.6941476,45588.2456013,23750.7435884
3166,143.38432,126.438981333,114.116597333,7053.05475147,7545.44877272,8425.75575973,15969.1723017,29786.9536542,15466.1979167
3167,228.547214815,150.479386667,53.3262755556,627.397720391,4775.0064225,5143.62076204,58202.6146835,110883.426818,74697.3080974
3168,104.827901333,54.1281253333,37.579528,8891.74792605,5234.89493057,3485.06816063,44544.8648892,57489.9170116,18679.4369294
3169,202.317024,189.240797333,183.086901333,3828.17281845,4712.33786998,5559.72410682,16615.5416102,26045.1052983,10178.6386614
3170,57.8064493759,49.0121442441,43.5112538141,5825.26510958,4784.41888719,3700.95813965,9838.23942583,19447.879833,10263.4917548
3171,181.290485333,161.790896,160.794050667,4264.1291436,4663.97315552,4400.11357687,17633.1576299,20094.3341517,9457.58209058
3172,53.1080826667,45.289864,46.3004213333,6529.63415014,5904.82481353,5490.33618969,19440.0646089,20622.819909,6232.23948513
3173,183.41236,157.502944,136.505357333,8998.4148419,9882.23648733,11828.0021953,30676.9362388,50983.5181211,23736.3025554
3174,127.381592443,109.536561404,77.6670634278,7104.66120502,4910.96695206,3473.08849737,25521.9406002,57145.1795955,39432.7613159
3175,33.5338053333,32.1777386667,42.7700693333,3081.75707587,3146.9413743,4193.40005989,4583.18415515,13548.1810956,13358.2788562
3176,40.068464,38.7160426667,76.46884,3625.70848601,3515.08404557,2709.02672505,3148.55617704,26047.9217405,26104.9959395
3177,153.691807744,178.90270761,184.717367156,5795.80136466,5435.66239,5534.33874618,21598.1446425,27543.4442291,6644.59584926
3178,47.449609484,40.8300362622,32.1794867503,4905.42848172,3501.21108443,2266.42198255,14282.402564,22878.7175558,11778.609935
3179,152.226589333,142.952402667,144.079536,7076.49338527,7925.86973183,7911.75720469,24492.9760544,24321.0704329,2007.08719292
3180,176.200952,161.802626667,75.2782933333,6359.00113029,4913.93052377,5290.22678215,26910.9002822,94565.2086076,80608.8969593
3181,93.2190133333,80.6878586667,82.690536,6066.06493983,4182.68331712,3989.34040003,25708.2796585,38159.3597037,18886.9473447
3182,159.030747368,161.277357895,159.907242105,6576.77429144,6267.39379365,5671.47012229,19123.2316307,32567.9327867,20620.902987
3183,147.161773333,144.741277333,139.62996,3410.92089339,2149.18373725,1759.23417173,14556.5385995,24824.0796808,11905.0624526
