,mR,mG,mB,stdR,stdG,stdB,D1,D2,D3
1019,76.0372705249,59.0928156124,50.5626487214,4389.9139918,2566.50007167,1960.57794593,16767.0266595,23965.0901939,8059.62697648
1020,89.8816693333,85.2484826667,87.7166266667,7388.32563519,6771.56477103,6570.11377155,25483.8785313,27280.7423103,10053.7166262
1021,114.282274667,89.762336,119.372168,9617.85584901,6237.57965982,5087.12164298,45229.6078802,59065.0927198,43503.0118153
1022,105.972495437,111.291108214,126.683178618,5873.05082107,6212.44655718,5464.36372069,18868.6346088,30090.4366701,20521.6908416
1023,86.7367413333,67.0559066667,55.1443146667,8236.92925487,6529.60223178,5373.72444261,26757.3118418,34455.0780582,13469.1571748
1024,102.979704,35.4343386667,30.087184,7703.10496141,3158.71202992,2300.17965228,57979.3794896,61199.6594843,9728.04558994
1025,58.6576972973,44.7226567568,32.9185378378,4900.74080183,3358.79504018,2300.84572338,16369.3393575,29014.9963123,14633.7711476
1026,144.532829333,139.891629333,142.010376,3296.97170623,3131.9782318,3825.71049767,9819.99928717,16120.906116,10122.753578
1027,203.102335227,199.754909091,198.296360795,3472.75426614,4326.3241009,4697.75434926,10895.4609815,14333.7100222,4473.31633131
1028,84.5866406926,86.7689805195,105.096028139,2448.95297824,2459.52276203,2234.38612708,10815.4501987,19833.6792099,14173.9464511
1029,165.671058824,137.893343365,101.956711354,2606.45877445,2919.32614283,4369.13337096,28709.0153262,58925.6385455,35453.5912003
1030,64.1479407979,48.8867567568,66.246036036,2036.88160129,1353.60633942,2081.78253705,14007.3814112,18556.3141814,16566.8443585
1031,36.5908712871,12.5631145686,9.53639321075,6088.18813562,2112.71369972,1308.11080283,42051.011712,44948.147815,17064.0440693
1032,56.8082,55.177176,49.5224666667,4953.72558343,4595.05329933,4268.43278058,9394.05716397,15923.8051357,8072.70512282
1033,95.6381946667,63.697312,65.0235386667,4888.44959557,3380.98291864,2750.43902726,28744.1653036,27403.5789633,6481.36613686
1034,118.133016,142.183437333,158.119013333,3883.12372274,3822.94157474,4906.95844383,30148.6497873,49883.0981696,21848.9148243
1035,57.0785306667,54.169216,55.2914826667,3767.6379316,3471.12814461,3195.18371519,8272.4660773,13773.6796463,7932.59364899
1036,142.957988539,140.237851003,143.795570201,7135.55979951,7269.75334667,7413.84692479,2914.36957162,4063.35674043,4626.97395713
1037,184.963856,98.5620666667,35.7429546667,6596.45513094,5328.8849904,1431.10849303,67442.1391935,104747.550492,57217.380917
1038,189.393133333,184.360778667,162.357112,1548.35167818,1598.74468675,2341.98426569,4738.26328943,18293.2613823,14846.8178072
1039,217.268045333,220.571944,222.790381333,4347.61813837,3440.23649873,3810.69899601,22833.3368564,34697.0376545,12947.6991006
1040,222.604698651,168.187988006,170.679952024,1526.57818062,9228.97301433,8624.48248683,55001.5966586,53154.9185401,7481.10165684
1041,63.3850382979,47.5358808511,31.9308822695,5277.89437813,3282.49442037,1748.45578444,15504.6908386,30266.902154,15980.9060444
1042,139.58396,125.850054286,106.684585714,5380.54360786,5141.99833057,3922.71352811,23355.3863809,42512.1108274,25501.6064592
1043,151.715748309,50.0000162382,18.0641163735,9645.73262181,1233.26333965,1510.85802982,80119.9135359,104733.763305,25149.4203313
1044,200.29616338,176.844684507,154.80528169,2571.26523373,5202.04822358,7024.59681999,39627.4429278,55760.3068948,45391.8508105
1045,144.401922667,167.435368,187.436506667,9059.22327684,6035.6355187,6167.40031526,54316.1193386,71353.534019,23086.0457636
1046,134.691952,115.350616,111.324626667,3770.38000776,4732.69422309,4495.38329219,30859.3645592,30674.7375376,4286.7691797
1047,103.551214085,75.5171887324,58.5067183099,4148.37800247,3705.8214961,2626.06990416,19591.8534345,33029.0634139,16057.5082438
1048,88.4613573333,81.92508,87.4962346667,6489.55108808,5778.42931233,5599.32299382,20552.2907726,23428.0853038,7327.4129814
1049,135.989180791,149.515991525,141.77719209,4501.60049876,4765.63332619,5640.2540459,13986.948738,13182.3249088,7489.91635467
1050,163.203362482,141.212947814,122.9805811,6030.91470012,5909.98507354,6678.21947622,20503.8662696,37008.9599962,17776.6286455
1051,192.195756233,146.942603878,97.4222437673,3452.82662133,5057.1505838,6540.44192627,32734.1143457,65377.4929161,34546.2545293
1052,132.804490667,119.937885333,105.369170667,8544.64659743,5854.53886443,7090.75703302,38586.9685645,65177.0956011,37108.1368166
1053,154.145653479,153.788938608,153.500804911,4915.30465682,5916.29656087,6928.98470058,18597.5592485,25377.2485309,12812.6380188
1054,125.340098667,92.3526773333,82.7886666667,8917.29902356,5531.2829147,3880.47155156,33036.6812649,42293.4324098,11717.9006652
1055,179.414494475,66.678359116,35.9207624309,7040.24303135,1401.34163554,1032.50099765,76608.601534,97742.2648858,21371.6501937
1056,131.670645333,110.894258667,78.9565946667,6526.07156817,4656.00398944,2355.44702531,15035.1388088,38305.6553919,23360.7185677
1057,58.806184,71.6593573333,68.51896,3578.71814469,3284.95029591,3457.17292585,8235.07595593,6199.13695606,2449.5850669
1058,67.5069653333,68.2431946667,68.7756213333,5917.39464482,6242.33333102,6359.31683821,8026.60874841,11109.3655084,4876.03137808
1059,74.1467733333,116.678349333,134.484789333,5026.94781759,3097.03214352,3942.73402997,45769.2111686,68307.2408753,25847.8638769
1060,62.8456426667,62.7747893333,55.1979733333,6365.90494715,4256.46621882,3927.25889189,23477.364588,31197.3026078,20031.5945446
1061,109.050370667,95.3234293333,91.588816,4193.22371613,2514.2355908,2516.78979705,25855.9592164,33720.2338812,12473.9886163
1062,178.416415655,153.495751687,131.725357625,6380.01649814,6101.78075118,5704.26845011,29196.242498,52622.9789826,35876.1937362
1063,124.068866667,121.244141333,118.439813333,8042.89665205,6506.11090968,6434.52626557,24488.9914451,40680.317661,22981.8769251
1064,110.945661333,80.67708,80.0248133333,6545.88282598,3428.50532534,2053.51055497,33619.4181687,46973.3995363,30683.9533633
1065,172.561616,139.653013333,118.354786667,4738.38489147,5260.92948825,5930.91553709,26323.2204717,41691.1868265,24052.0338225
1066,36.439496,37.0140053333,38.3528586667,3557.3932886,2952.45884918,2715.13617343,13314.9479533,23136.246087,14529.3255866
1067,75.3163093333,83.636144,88.6733413333,3792.17453507,3665.60025414,4081.86476345,30481.6497257,39095.1517838,12354.3880868
1068,110.535282667,113.402733333,120.966712,7804.34045647,7537.3315312,7252.56108658,7923.85108391,14134.5901957,12911.7242845
1069,163.788898667,145.420053333,112.422421333,10169.1780416,9579.1229632,9565.03426955,18020.5822603,51817.9439673,36317.8451178
1070,99.3126346667,94.685744,79.14772,6680.98148623,6929.6055205,6339.9268428,6562.95253678,17920.3196121,12818.5842822
1071,160.291128137,122.119635403,69.0341321004,3873.12230914,5188.20032938,2574.03323658,31016.7722692,61595.1937005,39003.5078294
1072,130.198845333,107.181842667,93.1936453333,3065.7217432,3476.78856258,4263.74181082,25081.9166333,44335.9177643,22070.7389092
1073,137.436730978,97.5028831522,78.1901222826,10732.9242307,6607.84899712,5430.46018776,53190.3691283,74203.0082409,28683.4754868
1074,129.732645333,95.220744,84.3799573333,9471.78253748,9374.91033609,8946.25805376,41311.2442442,46954.8847299,14045.7917897
1075,130.446730667,122.669666667,113.677826667,4993.15431438,4821.59295189,4435.13866568,5669.0082907,11850.8563826,6541.13904454
1076,90.9025333333,74.830984,59.298248,11676.9249962,9113.28509493,7191.1830668,18740.9596072,36246.8157636,18787.8982326
1077,150.640937896,132.04947275,120.071145754,8542.34694766,7848.01728122,5667.60284449,25347.1584403,33374.821183,13570.2273378
1078,136.726272,162.273272,170.135986667,6700.04643298,5897.52955975,6094.37805429,19653.622694,32006.2572789,17612.3344279
1079,168.427997001,92.8644047976,75.4447286357,4266.2583508,4241.65958396,3543.37214448,52882.3740012,61624.7981254,14316.4700258
1080,130.998653333,133.290408,131.298514667,9000.99899819,7162.83718053,5620.60296633,12575.1643329,23020.332882,11962.9997074
1081,125.720770667,105.678037333,111.407552,6032.20088698,4514.27546537,3409.13088803,43137.0979205,45557.1812671,32307.2120431
1082,38.4968235294,33.3561764706,36.7410392157,4516.7004773,3422.66989743,3730.87658357,18794.8705502,22746.6346742,6328.87651957
1083,48.31076,25.5906373333,8.00726933333,3673.34459889,1138.83466487,139.008891157,25970.9785337,40310.1834652,18430.0788658
1084,163.676834667,43.2509573333,55.2610213333,655.608388167,3005.46444175,2436.61199853,77762.2577862,69575.102817,8633.83819631
1085,172.27804,158.655221333,133.956322667,3914.63851509,4532.79609834,4246.98775362,13934.9310368,29409.4546702,17791.3391008
1086,183.657314667,105.701882667,113.726266667,3250.6336681,3669.79883806,1697.65096873,57961.5100649,53210.6942729,28493.8069412
1087,78.3936619718,79.1011298905,82.9266979656,6757.32550913,7010.05381969,7052.57028252,4862.36814731,7459.12025644,3716.8275451
1088,174.664416,146.652349333,101.358773333,5900.56334071,6283.54230968,3782.70477503,30821.6098379,54238.2045241,34400.0911191
1089,100.99170547,123.795562412,151.496100982,3370.35846977,4129.13069335,9611.15450093,46898.9569287,75269.8529758,32286.1229633
1090,137.930536,135.564853333,95.737152,6662.78021742,6474.78557538,5656.54737493,3336.729087,30650.1495429,29290.1157389
1091,183.628468336,182.824904271,187.288403535,6551.49560487,7286.56221041,7735.85154211,17231.4252458,19645.115627,5187.33380457
1092,120.697624,113.125192,113.226032,5207.07578742,4877.36180163,4732.22230687,18490.2292576,19558.1004957,4648.90255867
1093,134.457722667,61.9621173333,52.380136,3916.18338063,2875.7240529,2613.55042729,54446.7795007,60073.5928258,17140.2195143
1094,99.816832,76.0023946667,63.1052933333,7191.14643882,5420.42349293,5057.06829198,25352.659466,38542.125616,15092.3055561
1095,185.754,120.617346667,124.814237333,5818.03262,10596.4640111,10050.2927962,60463.0248913,56768.2336611,4186.05733358
1096,145.920997333,131.334493333,118.897082667,8942.31390791,5347.34302354,5023.49105069,38784.6690201,81679.6614464,59489.4759012
1097,60.785528,60.785528,60.785528,2243.75448976,2243.75448976,2243.75448976,0.0,0.0,0.0
1098,218.214305882,212.779660131,215.436671895,3975.17208606,3897.30383204,3697.93121831,6339.87160753,8485.99016026,7141.55466268
1099,53.3427410587,56.080148784,57.3796537911,4079.27046562,3127.75729005,2918.55021779,12005.0961679,16517.0153175,5470.87552408
1100,190.898448,174.354101333,132.510394667,8508.70398052,9196.24661225,11233.63474,24140.7220687,60968.3335511,47234.6165857
1101,89.7400133333,88.1840746667,92.1898426667,6352.7988256,2771.50480452,2977.3939891,35942.0562155,62401.6303793,32488.7695827
1102,148.948199214,158.799009174,148.362912189,5218.16466661,4637.24302602,4520.14299723,15539.5421425,9441.62290075,8532.71791401
1103,121.963746248,83.0740354707,163.905686221,4606.15324774,4049.78748464,3231.20815266,29706.8483182,45033.5466847,58208.8708016
1104,96.8866243243,53.4128054054,53.487,6322.79802974,2944.27037008,2774.32443641,39570.8164308,39764.4754146,11471.7047556
1105,95.131496,57.690064,39.4294933333,10070.3788021,4987.86242501,3337.21431414,34958.1090593,52435.7017022,18921.3570338
1106,66.6207333333,71.1703573333,63.055976,7102.88476746,7571.00758638,6472.29304002,7142.39420643,14497.2578097,12038.0490529
1107,17.9846746667,19.7324506667,16.6745786667,1688.00802913,1681.14203602,1614.56932496,3192.35743613,2940.14183331,4308.83673397
1108,223.135133333,214.193944,207.651477333,4455.54199232,5370.20355106,6370.97763595,21563.5121444,27058.8604897,16530.8232402
1109,91.1369546667,74.8470453333,54.563408,8786.40634742,5919.07696754,4688.64739809,34948.5520444,54089.4073364,26588.8053887
1110,134.280169089,137.753616909,109.126153236,5890.27781175,4888.0155173,3737.82103384,29563.6424008,46437.0512953,30505.687355
1111,205.562010667,179.123992,159.16364,4365.06750401,5483.51551398,6783.29530462,24008.0380914,41401.8410339,18165.8532417
1112,84.558688,88.9386693333,76.9234933333,6334.68136105,6450.53396922,5355.34501606,12314.2115054,21609.685236,15636.0005436
1113,170.255722667,149.367664,142.809557333,7793.50750725,6470.10419385,6969.01992892,34384.2591312,54913.6530746,23652.7385729
1114,52.6776933333,74.0904773333,89.5310026667,3455.17510241,5747.05006185,7199.9697375,23970.7906419,35980.9432478,13315.8618572
1115,190.754406728,179.939082569,181.409247706,5741.01272676,7791.52770803,7904.40030836,16477.4846078,20543.2443153,7445.60340067
1116,70.1162461538,72.1710909091,80.5646041958,4363.32719732,4142.98691531,4412.93981231,13056.1345352,17871.7112219,9509.95368022
1117,109.812304,101.760850667,86.008968,2554.89901554,3193.54336493,3403.83616757,13437.7731414,25947.2291199,14370.1930398
1118,168.387082667,175.587792,165.614642667,5594.90063101,5515.2156899,8635.09527839,44352.9997182,61985.5755882,27798.7584435
1119,140.766328,135.784792,101.19536,9396.58776806,4993.18161885,5782.64162647,43817.3364321,54426.5538961,31315.7134199
1120,88.440304,81.2780986667,52.380168,6926.07566839,5150.97508513,2623.58056829,39035.2934279,54011.6282017,38841.4085223
1121,159.933757333,149.829442667,148.832650667,7626.75667591,8643.70780886,8047.92867153,15871.5837899,18595.8984456,6789.54748124
1122,82.1997867746,100.125411606,128.158553306,4656.61588282,4635.45712213,4331.64606733,22042.5633264,45511.2438305,27683.55203
1123,81.8552106667,86.4567626667,61.4334026667,3510.94958538,4524.39145853,2350.17422613,10318.1624333,20398.1381013,26217.8381641
1124,194.964016,200.696146667,199.875605333,4523.07613982,3513.98721182,3422.13775797,20343.827049,28987.8192005,14558.261469
1125,139.615458667,136.17812,126.365125333,9183.6734853,9198.32476127,9564.62885949,19265.5693921,24187.5997776,17305.3653819
1126,215.191370988,211.184372272,220.016772786,3941.23489704,4634.7799093,2998.37811919,12196.8896855,19160.4837622,14815.3471103
1127,95.651392,60.244216,32.814192,6730.58862713,2233.44170521,524.90108072,32053.9428932,54416.1794322,23770.8994992
1128,63.1559014085,37.374684507,28.0328788732,7120.09190038,4423.26224532,3237.07864292,28977.6660896,42721.3955882,18201.9003129
1129,82.6044022663,77.9391926346,83.9082832861,6267.70415966,4448.08958575,4594.34292515,17902.7208267,25997.977229,13404.6647478
1130,27.0416586667,16.4673546667,13.8301813333,3156.12592856,1273.01822495,941.072756287,26995.7365152,27533.5589055,5515.96482947
1131,48.5467733333,70.2618186667,96.2522293333,4801.16434559,6011.89172299,7865.37234836,27449.6427299,48625.3744253,24322.4067066
1132,94.0252860963,80.1270909091,64.9694171123,5424.24952371,4121.54878908,2881.67795774,24372.7100873,30243.8753635,13203.5303612
1133,59.0510225352,48.4779746479,52.2260901408,4262.21222769,3892.6277515,4079.48797621,19312.6549703,20171.4299691,5884.03101623
1134,147.855112,125.585362667,95.828168,4579.16525013,4647.58159322,4264.00494576,25387.1388305,40577.4997998,25923.2695469
1135,52.1378506667,69.83028,70.7364346667,6563.15595186,4216.97992312,3181.25434932,33394.3384573,50730.5806689,22935.1389793
1136,168.955312,89.824256,56.9018986667,5181.43280298,5540.90650605,3279.51127213,55776.071052,78634.4922537,36350.7250547
1137,138.300266667,97.600432,103.358818667,8038.45264526,5361.78987075,3428.09100116,50316.9535246,62952.0943178,35978.3498371
1138,124.650654155,97.7606675603,86.9367345845,7473.98399501,6493.30310872,5150.84146666,29340.2262261,35762.1574014,17235.9734567
1139,204.505388102,180.595685552,139.080674221,2464.81116077,3305.4756658,3928.73802991,22706.9471088,47680.8872191,29339.7607523
1140,195.941472,186.484978667,195.12016,2389.04588114,2446.29113969,1918.03356157,16177.288308,26725.008812,18937.3850096
1141,119.808591549,103.076946479,80.3976309859,5742.42015154,6193.82018065,8367.71622481,21383.3761132,43169.1584931,23694.0305773
1142,134.902402667,123.851778667,123.962906667,14148.6200134,14626.2383424,14502.4408534,25829.3653039,24967.8459824,2487.41009888
1143,75.386424,62.3428826667,50.94924,4284.18587916,2145.29407681,1735.38237542,23319.255091,31697.2705765,11809.5959287
1144,209.594205333,184.02648,124.385733333,2635.58897602,3323.19020548,2646.65366846,22354.1620509,62947.7061457,47655.7376609
1145,71.4348693333,36.660784,25.4475013333,8566.03424866,3753.13879384,2309.86280122,41297.3054085,53073.9353073,21749.0714514
1146,145.130338667,111.364856,56.812704,6346.5859105,4540.45712277,2031.29597088,25989.8430161,69913.0462432,47289.7304391
1147,80.1299832168,93.1996503497,98.8311916084,7033.6257701,5153.95120827,5577.85058904,28466.6874434,42522.0491745,14342.4782377
1148,129.690698667,148.171866667,150.909877333,7345.71577802,5662.66560852,6179.9679259,35375.7825921,44699.8908052,14388.2415882
1149,129.725234973,121.782256831,120.104234973,10027.1373621,10418.4177245,9964.74600939,11346.1308824,10626.4516185,2689.49140173
1150,97.145288,66.2314533333,45.7744426667,7875.5123074,6126.46715202,4631.79979589,26938.3903008,42599.6225218,17292.5765287
1151,186.732458667,152.681,138.491557333,9045.97603763,11840.1872977,12373.3121634,43299.3637713,52294.3680524,19985.2635459
1152,113.452704,107.546314667,103.1344,7880.74158709,7418.04097495,7204.79968064,12376.8150184,19689.962519,7900.75629291
1153,108.425165333,90.3174933333,97.705032,6982.84060244,4490.42863265,4844.20045255,22907.9032869,40401.0595406,21907.5305546
1154,181.585145275,111.451991537,77.086425952,1997.54903519,5761.52909434,5472.99054466,48682.4072227,68349.6226764,27061.5062219
1155,92.921296,90.6573493333,79.073296,8819.86522435,8726.60656385,5363.56291036,13682.6675031,30149.7095508,25514.9427199
1156,131.227447887,94.0980253521,56.1391267606,8454.11318013,7052.02097413,4907.45762966,27994.4318213,58579.6635873,32874.5371222
1157,66.7084506667,55.9567546667,44.9457226667,8043.00700165,6448.21719384,4423.73934197,13384.960366,28582.8457471,17040.2199223
1158,144.628642667,132.046437333,115.916069333,10366.1087311,10008.9822009,9719.71638498,14242.3823499,31877.7500931,19846.6172432
1159,104.931541333,69.3632,51.3468293333,11878.0695161,7624.96227243,4954.97489608,37597.8179686,52722.2695357,19260.6076488
1160,207.274021333,191.774874667,177.153938667,5189.21686431,6992.42171325,8246.34559089,18242.9363316,29270.7707278,15054.3403376
1161,69.6918655693,69.6956652949,69.7060329218,7043.99006552,7043.66684815,7042.50157513,53.0,133.529023062,109.201648339
1162,53.034832,70.481624,84.7748853333,4202.6007974,3704.72153432,4238.52212872,23473.5739716,40091.4393855,18429.8281869
1163,127.193075969,42.5613023256,38.5339565891,5758.22340694,267.778465281,261.042291911,62869.3014038,64609.0854911,3189.88165925
1164,133.304549333,124.201946667,39.0853173333,9739.46316437,7588.41271088,1986.65458229,19157.3775345,92204.192139,81783.3364201
1165,187.081146667,156.642450667,116.512584,3418.77332455,3907.99774514,3091.47959098,22962.3755522,48592.2112792,27953.9665522
1166,139.034361001,130.878642951,113.071891963,5593.75257426,5724.9168693,5872.76012535,15792.4734288,22349.2579966,13333.8806054
1167,99.052832,80.8135386667,67.254104,8283.77838211,4914.0884615,3811.89349782,32907.0879447,52782.6261472,24335.1286415
1168,74.1902028169,71.1008507042,75.6272394366,5728.13164261,6043.60172209,3544.12218759,22667.073212,44993.8134414,45023.0358816
1169,171.266813472,141.191453368,86.8242253886,3352.91757741,3595.72289224,3178.02512142,29879.8511208,67188.0727585,44559.5571567
1170,153.984869333,158.653424,168.411277333,8499.68089106,6862.82086641,5736.69724296,20029.9302046,33887.7287082,16807.5904579
1171,81.1606746667,62.7866666667,97.5579893333,7120.82394098,4900.27311289,6789.3676719,32487.9346373,50365.7407471,35001.3106897
1172,180.310133333,151.337154667,126.219850667,7194.23298532,8535.8648734,8008.88264702,31264.6093371,48866.0813448,28096.5754675
1173,66.9300693333,67.6170346667,48.92532,4817.2432697,3886.14746555,2323.16030823,14608.9569101,25505.4815873,18293.7944943
1174,187.023402857,157.043588571,131.564705714,3273.91236373,4363.47881432,3315.63488174,29742.2527223,52235.947718,40754.357448
1175,207.959179775,103.180752809,76.0100786517,4989.28877753,4014.71382842,2658.50251078,77129.1739357,94361.5253162,33132.2868212
1176,165.346433204,142.374049287,86.7625032425,5156.95662736,5299.48615198,2433.6376783,28785.4960701,69309.2581767,59272.668381
1177,88.834096,66.9205066667,46.927304,7956.2012652,5490.41714214,4028.19163529,24022.7337745,42144.2754713,21400.7827661
1178,147.191461333,139.849437333,139.083754667,11586.2288519,12353.2136162,12274.3710492,18320.2905272,18399.1985695,2214.93589072
1179,195.587762667,176.208984,159.969298667,3939.34108171,4621.08193902,6790.53010009,38266.6013124,59423.6580665,35852.7009861
1180,124.636128,84.5825573333,77.1248373333,11279.6190212,11370.6028376,11470.0481116,44854.7074341,51615.7108834,15511.0128941
1181,59.5429093333,97.5457466667,120.201184,2989.60595612,3860.01182724,5091.85609566,42336.8996031,60001.6857513,20321.9490453
1182,141.286370667,76.3621653333,60.4529066667,9096.68914651,7098.8012576,4818.49578755,63196.5300709,75618.0542529,22215.8131519
1183,45.6551813333,17.6252053333,11.2658053333,5362.86852142,1724.23173162,975.381488858,33968.6766154,41614.90012,13613.7786452
1184,195.278496662,182.767981308,9.48347930574,6731.63511518,2646.99242367,399.310421326,27363.7045007,124881.257689,111029.817338
1185,62.79424,54.124168,44.3345013333,7053.99995082,5304.49972097,3718.91876486,18107.4323691,30855.7126315,15331.7540092
1186,127.770355091,123.495234987,99.6262976501,10121.1633154,7810.43391463,6575.58792358,29912.2732169,64420.2561156,49622.1147574
1187,107.167413333,126.939912,129.345333333,5951.21791411,4939.6782801,6008.69428622,21006.397954,35028.0467626,16277.7609947
1188,65.8572053333,39.21528,37.587944,7011.56103902,5170.48391585,4341.18183919,25969.7812082,27126.5517713,7907.10231374
1189,98.0160843537,108.560612245,108.286413605,3490.02637803,4667.61250303,7766.81947745,33584.2142978,53106.979127,25495.5462777
1190,107.212291444,117.92723262,118.120930481,5618.22117566,6775.41215143,5397.33399614,25177.296082,46116.9874233,32609.2899493
1191,67.6343493333,52.03712,44.6536773333,8369.97557692,5578.71230211,4568.16229261,21318.690274,29012.2593743,8584.9593476
1192,117.420698667,69.491232,60.0006533333,5985.10362063,4842.86377912,3299.30502091,43021.6116388,45957.8300728,14478.5390492
1193,151.021754123,136.669712144,118.301466267,7279.35080412,5716.70564157,5616.71382274,19889.4576095,41231.9514212,24109.3420068
1194,182.763941333,155.677653333,130.881218667,7975.02199897,8125.79541529,9086.52706699,33568.2737119,57557.9589023,38392.8152263
1195,157.708248,142.568613333,141.296405333,10822.9906968,10961.0820229,10907.9859892,23466.6408972,37048.4284282,24131.2183281
1196,40.359704,62.2922986667,69.9345493333,3508.85347437,3660.70657216,3994.77118821,28438.213991,33427.7534842,6747.24729056
1197,205.150677333,196.836709333,173.450298667,6153.52185634,6144.70182682,5973.41271911,12141.5991533,30244.0409337,21483.1842146
1198,137.610056,142.150248,131.013645333,5803.86239968,6085.58546021,6319.74554447,24374.4015311,38358.0699984,17597.9084553
1199,73.8135238095,48.7941120448,34.9656162465,4645.95941711,2924.46689306,2171.60425473,22881.0205192,36493.6150169,15328.9155194
1200,148.395749333,105.56208,65.2019413333,9219.3083798,6932.65888207,7144.51938503,38819.4914701,81605.5328149,50374.8342131
1201,206.40044,196.045821333,171.63212,4928.59939447,6791.68357774,8431.46383497,32738.9391704,45318.4830946,28634.2223222
1202,191.716616,199.293138667,204.783288,2165.04406951,2716.75312306,4329.54828658,15909.9852294,25418.8579208,14359.3802095
1203,79.9845146667,90.5658933333,48.7221146667,3919.98297354,4516.30306607,3186.60605707,15942.0047986,26200.8034228,32850.1224807
1204,134.260717333,116.125642667,81.6497733333,9058.66771981,8476.12176592,6602.50837862,16849.1097984,44282.4308728,30767.5316365
1205,70.201344,60.575552,53.9646773333,3929.66067659,2709.2458919,2526.39315764,12799.3886573,18436.2077988,6253.70178374
1206,142.403274667,164.595901333,166.542466667,3643.43345488,3537.77259493,7171.69749792,38512.6193474,63254.4781577,37080.9393894
1207,75.6194506667,87.473888,48.47576,5465.15760354,4763.52593683,3122.71765776,21651.7923508,28582.2706936,32228.0697529
1208,56.1426746667,23.6490373333,15.9747333333,6009.10285194,1868.88022521,878.483044262,37456.1506298,43734.1308362,12522.0065485
1209,49.3411813333,43.6363146667,42.253464,5418.5492033,4813.66213298,3928.03654267,11318.220664,21837.6675952,15849.1948376
1210,100.588138667,108.725402667,111.622141333,5354.03577291,6040.3468043,6264.87018549,30602.7360542,36774.7816173,16113.7472675
1211,97.1159680426,129.036580559,139.774583222,8186.23239962,4884.84671513,5489.24858541,46942.376953,79782.4947717,47571.2864867
1212,137.126867209,85.7664092141,55.8660704607,4203.97212151,2959.52368738,1543.90722277,35774.6560431,55513.2139225,22924.8023547
1213,50.4216746667,72.2268773333,113.212242667,3721.16856381,4111.21991068,5891.58281172,20772.0971739,50944.9499656,31175.5270685
1214,82.376072445,41.1190297542,34.2443673997,4326.75685153,2118.88482027,1350.12813451,37213.6292909,40296.2367226,9681.6719114
1215,98.9451546667,108.603346667,135.382042667,7261.69337332,6802.90160747,6337.06472607,18155.3543067,45203.3537141,30314.2033872
1216,113.544184,128.423952,131.710562667,5126.62594644,5029.08229137,7535.2309167,36024.9691325,54385.4466379,23084.7102862
1217,128.412384,86.0393146667,60.155216,9969.97587544,5553.47633969,2914.97709733,37336.8802526,59350.3530739,25178.7529278
1218,199.027062937,187.360634965,183.601952448,2530.43854872,4225.25223333,4863.75896234,20776.3385128,27419.8275523,8735.88764809
1219,202.503101333,202.244978667,201.595488,3981.49658772,4022.27948145,4047.97640738,684.080404631,2655.33557201,2193.5038181
1220,14.1294529915,33.8855612536,46.7515726496,1314.1170254,4049.3562599,5534.65080807,23668.4295212,34918.0417263,12989.6914513
1221,191.041552,184.755045333,181.219472,6565.4360601,7173.55595988,7996.55709604,13638.3504868,25062.7266673,12714.5548094
1222,81.8998106667,66.745232,44.2559813333,10090.4685461,7456.90302393,4114.71548422,16294.2846729,38627.9818008,23456.1537128
1223,169.890491477,129.7531875,128.443721591,6148.13715845,8542.83197564,8227.99483842,38468.6727481,39723.5830836,11212.2100408
1224,141.302735602,137.390667539,138.477575916,5866.08621765,6045.374015,5706.08933486,23241.9292229,26345.0596317,7789.66822143
1225,141.565735294,155.096564171,105.707417112,4741.38404251,6212.94508445,6492.04986584,32229.5926751,32266.5354973,39883.2411296
1226,139.520221607,122.010268698,112.785626039,7454.8246825,6620.9550109,6658.7301186,24486.6008053,35021.9207783,16767.5978005
1227,119.760901333,83.2036,74.7378266667,5765.24236783,3553.70921904,4814.80092114,43360.7992777,59438.038435,27113.3421584
1228,124.491565333,79.0160533333,46.2029493333,4936.49013686,2990.94195562,1880.33159557,33954.1735137,56647.1929666,25724.2856072
1229,98.9614174174,102.751348348,101.55227027,4460.64879367,4193.31517236,4631.29514169,9772.92274604,18389.653776,13273.999209
1230,176.166240409,76.4117340153,84.9098081841,1720.10338714,8687.95209147,7476.61296262,79370.3332108,72268.5088611,7674.94670991
1231,190.522954667,100.688058667,129.376744,4300.20612908,6298.6293646,4819.49175196,68461.256883,43388.930351,32566.7521101
1232,145.621730667,143.515608,119.631712,9666.40626964,7419.52526572,6549.83883862,36439.4425589,66624.1904941,48034.4599532
1233,166.374681754,118.705589816,95.5462263083,4083.16339859,4461.10695206,3237.948576,34363.8503372,48242.674418,27747.9996216
1234,133.117656,139.372237333,149.561178667,3325.3631944,3033.63723403,2823.48951584,5510.67872408,11971.6199823,6922.75544852
1235,138.89708,142.637237333,148.481536,3260.94257814,3899.07512858,6637.11425641,25856.4775056,44443.8004113,19476.9625969
1236,144.083018081,152.522890125,143.930759388,5001.74205097,3649.72316728,3461.50565358,22953.917182,34973.1905751,14889.2632793
1237,163.157734637,133.378111732,136.027175978,4338.69806113,3762.4082494,4427.55601845,32391.7706987,37732.9053745,8466.69977028
1238,156.833149333,155.354,155.514549333,8180.59430219,8262.182252,8216.21526032,10602.022873,9278.19201138,1423.63127249
1239,138.899373333,152.263992,168.169378667,5739.03714094,3603.87628422,5078.22090287,35203.4922415,62485.1021764,33844.5057284
1240,162.319072,102.692872,110.177536,8045.00650239,12498.7181497,10602.6347743,62788.4581193,51953.1389427,13651.4916035
