,mR,mG,mB,stdR,stdG,stdB,varR,varG,varB,Dc1,Dc2,Dc3,De1,De2,De3,ID
8888,143.535536977,140.776270096,142.769836013,88.4665645279,86.5950214826,89.3290654519,7826.33303937,7498.69774557,7979.68193451,0.0233909407452,0.0637369536625,0.0155964852752,10719.8352599,17711.8271502,8865.80300932,15177.0
8889,88.2227774648,70.9422366197,38.6020704225,82.4531811056,71.2652841132,47.4279291782,6798.52707443,5078.74071973,2249.40846614,0.0996483777444,0.242925717095,0.130059585737,23794.4660793,44542.964147,29750.9885718,17214.0
8890,205.563098667,191.165965333,183.429128,72.553012103,87.0774648508,91.8778209644,5263.93956522,7582.48488484,8441.53398516,0.130618040076,0.188811662189,0.0390211026298,27852.2226223,35605.1405418,16285.8578528,26326.0
8891,204.504368,135.574018667,95.7124533333,66.5470151366,57.5202633157,70.7535352962,4428.50522359,3308.5806919,5006.06275691,0.476702664052,0.998825709574,0.212962638363,56399.2086735,89287.1572512,36215.3888699,23919.0
8892,143.457069333,136.245013333,124.179264,86.0160244119,87.0898648856,82.2385044799,7398.75645562,7584.6445658,6763.17161908,0.00775151203996,0.0286983139802,0.0100108251417,7967.9504893,17232.7890082,10825.5924549,19621.0
8893,95.4517123967,69.2060561983,41.9406710744,56.6241875621,45.7258568407,29.9705683852,3206.29861707,2090.85398382,898.234969335,0.0392865047584,0.237423164751,0.114752082895,17488.3438038,36398.5713181,19877.3813416,11098.0
8894,116.119648876,110.61161236,99.7393707865,89.7089469903,81.8305264528,69.4796157921,8047.6951701,6696.23505954,4827.41701062,0.0979888210691,0.280091298074,0.22468639782,23346.51081,38525.4296147,31716.610853,17305.0
8895,114.176157746,96.3964732394,73.0877042254,97.0971277886,83.2185001978,57.6828964406,9427.85222479,6925.31877517,3327.31654177,0.150761694546,0.50501037342,0.246055701493,32334.4980478,56205.3587392,35538.1811155,22701.0
8896,155.522830931,146.557866317,124.690634338,92.3433640623,84.7570875426,84.9082191826,8527.29688635,7183.76388871,7209.40568476,0.131735273411,0.330628319819,0.0893462319892,28970.9480342,48597.5766371,25942.8536788,29056.0
8897,108.104301333,58.6175386667,60.990992,84.8061736347,72.2151623091,65.9552411781,7192.08708657,5215.02966733,4350.09383886,0.269542477525,0.398062764022,0.181423587483,47073.0285195,51337.41093,25785.5303804,21749.0
8898,140.224386667,110.791789333,72.0889173333,90.6984327977,87.2141447568,58.4846321271,8226.20571196,7606.30704565,3420.45219504,0.110698665766,0.347091005442,0.203293441281,31402.8990063,59252.958635,40607.1254215,14615.0
8899,180.649582633,159.436089636,160.349761905,88.4876161893,92.779338317,94.4799232001,7830.05821887,8608.00561855,8926.4558879,0.335692219706,0.461361540262,0.0509964610015,46206.0063953,53980.7183724,17902.670164,23509.0
8900,173.874416,144.014338667,143.994832,95.0055757767,104.810969883,95.2505816883,9026.05942866,10985.3394077,9072.67331196,0.184723805791,0.216503026841,0.0137329292802,41832.6635896,42476.1712258,11708.9944487,12574.0
8901,130.370858667,102.884469333,69.0717146667,59.2697489549,57.3786937634,48.4349399608,3512.90314118,3292.314498,2345.94340901,0.035795352133,0.202561393818,0.106106271231,19389.5414077,43465.3955348,26074.8450235,15386.0
8902,164.670427822,162.671616798,145.707908136,99.8355785761,99.8125237733,90.7707180023,9967.14274963,9962.53990201,8239.32324665,0.00288566326517,0.0772860629125,0.0635829841433,4840.85064839,26495.1712582,24077.9881012,16561.0
8903,129.551581333,105.260973333,72.442824,91.2581396883,81.4423662859,67.9484610979,8328.04805937,6632.85902625,4616.99336557,0.0524409575481,0.336484677845,0.184559024857,23445.9059539,54695.9781885,35187.5653037,19609.0
8904,131.777274667,119.541341333,126.806874667,82.1377230353,82.4703517649,80.5332570222,6746.60554543,6801.35892023,6485.60548661,0.0550376193377,0.268685511451,0.141518191182,18324.8839833,36649.8169982,26946.8675545,16157.0
8905,151.679162667,151.679162667,151.679162667,57.6905605399,57.6905605399,57.6905605399,3328.20077541,3328.20077541,3328.20077541,0.0,0.0,0.0,0.0,0.0,0.0,23621.0
8906,209.059445333,146.810376,117.515986667,64.6445098848,51.8008124782,45.7745459445,4178.91265825,2683.32417341,2095.30905643,0.271564708665,0.756065210427,0.301402150817,46872.1042092,70384.9721105,29520.0468834,20780.0
8907,46.585584,35.9827413333,35.0071813333,58.3833186511,55.8451871588,55.2476195966,3408.61189671,3118.68492881,3052.2994711,0.0356140347834,0.0440125064968,0.00391414656429,11474.3681308,12666.1975746,3089.99660194,11908.0
8908,130.44156,123.186130667,126.930805333,85.6422915043,65.5684794042,66.677103967,7334.6020941,4299.22549137,4445.83619343,0.189515631708,0.860919826737,0.384820425453,31128.9126697,61859.8084785,35602.2665992,14497.0
8909,125.356455801,102.651662983,100.226240331,80.4903847079,79.2423121983,79.2021841763,6478.70203042,6279.34404254,6272.9859783,0.10906419329,0.268447254017,0.0648335234842,26283.4471293,38317.5526097,17225.8508934,19967.0
8910,99.8038693333,96.8606853333,95.3632373333,96.2638286625,95.4802406195,95.4587073031,9266.72470876,9116.47634876,9112.36479997,0.013053978879,0.0437069239109,0.015064602215,9667.77337343,17574.47618,10189.2047285,20842.0
8911,146.591581333,162.157288,164.792496,70.3737043849,59.4653764064,50.8362228674,4952.45826886,3536.13099115,2584.32155542,0.0731055274432,0.174516345041,0.0415346447327,19103.1413647,27122.379302,11166.7699448,28963.0
8912,18.044488,19.348672,11.3422933333,28.5524465645,32.4747669199,11.070785245,815.242204818,1054.6104865,122.562285941,0.0638225588741,0.257387642494,0.263597164806,7126.77325302,13873.2747035,16337.4958301,17705.0
8913,121.521621333,137.633018667,130.412704,98.1771769092,71.9867447569,70.550992363,9638.75806585,5182.0914207,4977.44252341,0.150839566799,0.728956956053,0.43150258285,33972.1559222,64052.2076278,40791.4052222,10470.0
8914,118.762229333,161.529208,72.763248,81.1375885504,78.3454804667,98.457956329,6583.30827578,6138.01430956,9693.96916449,0.117768429595,0.18095342954,0.474242842303,35359.2053502,44611.0081034,76485.9678569,22980.0
8915,205.553725333,187.330584,173.639309333,63.837439581,71.3593550201,85.8535173939,4075.21869226,5092.15754889,7370.82644891,0.0428385357302,0.214295031478,0.11036322067,17091.1742136,38007.5541176,25615.9248125,18126.0
8916,92.5991047619,35.2533034014,28.0538068027,86.8753644343,62.3001098969,49.9563893083,7547.32894559,3881.30369317,2495.64083272,0.382871238487,0.500288025297,0.192050631915,54346.8286287,60231.2856994,22679.6285463,16257.0
8917,77.5548026667,64.3166853333,58.8754213333,88.5801024422,77.7792220138,76.4150924893,7846.43454867,6049.60737707,5839.26636016,0.285751833096,0.556937547714,0.0845872797682,39824.8855617,54897.2939224,19719.5171848,13027.0
8918,52.9574293333,34.726872,21.693528,79.3264022698,60.6445895011,40.7133639351,6292.67809707,3677.76623576,1657.57800291,0.0797988089243,0.198868259489,0.0894178435012,23311.5502916,37514.7265617,19448.7327094,27259.0
8919,193.940568,183.215197333,184.031376,89.2993645433,91.9851055014,89.5764208384,7974.37650784,8461.25963411,8023.93517021,0.137508583439,0.172166282586,0.00784786427329,29882.8710133,32706.7967707,7136.06901592,11185.0
8920,158.157824,151.777709333,149.490056,44.5794300949,44.8525710916,43.9915024194,1987.32558759,2011.75313353,1935.25228512,0.0126858951319,0.0255267042228,0.0132961668494,5858.05266279,8114.74405018,4681.54547132,19536.0
8921,185.882121884,172.381202216,156.686797784,56.8058771445,60.1594920182,71.4222687613,3226.90767816,3619.16447988,5101.14047501,0.179728524535,0.42175053548,0.172704223974,22656.5312879,40252.4867555,25893.6640899,11684.0
8922,136.869090395,105.015036723,82.8378474576,87.7920423756,75.9107368108,69.0894978021,7707.44270448,5762.43996316,4773.35870655,0.14494226499,0.634151132127,0.378144224699,33061.4606604,62294.2096507,39933.7455669,14593.0
8923,198.046296,180.479186667,174.590632,84.5509919083,93.2202764432,95.6224590591,7148.87023268,8690.01994014,9143.65467651,0.307872374378,0.345496890928,0.0538920702048,44315.5359665,48448.7312321,19376.8052578,23855.0
8924,200.136216,176.221605333,157.679325333,53.0288554141,64.6189968385,76.6055207916,2812.05950653,4175.61475241,5868.40581576,0.285980247481,0.499928644904,0.188284959059,31619.7762959,49066.9315935,29695.8250433,11077.0
8925,160.407925433,150.561126498,115.076980027,100.966939938,97.1383337448,96.6828271313,10194.3229604,9435.85588273,9347.56906209,0.0242508842919,0.258570972429,0.167812608219,14850.4353135,51711.8113974,40699.8527639,18437.0
8926,145.244005997,132.620716642,138.869811094,65.3660275566,63.5224369118,68.3809418608,4272.71755852,4035.09999121,4675.95320977,0.183393335582,0.27532251596,0.0646949246431,23710.5052034,28938.1150734,14433.784431,27143.0
8927,187.114201133,171.663606232,155.927628895,83.9342954147,88.4270784103,88.9716164457,7044.96594677,7819.34819617,7915.94853296,0.0238713798199,0.0786512296184,0.0251386145162,14713.235742,27693.9422979,15071.369679,17179.0
8928,69.7707983979,62.1064699599,60.1968785047,86.4014031597,82.7858269076,79.3627546626,7465.20246796,6853.49313678,6298.44682764,0.0251912926738,0.0277926663194,0.00302331995011,12722.252277,13986.47965,4542.20232927,28184.0
8929,107.348816,107.787944,103.580032,68.2090945798,58.5706234921,55.2584042255,4652.4805834,3430.51793625,3053.49123755,0.0729972986826,0.287898979186,0.115110492378,15925.7875472,29699.614947,17034.4352122,17474.0
8930,75.9190373333,77.8147226667,68.257568,78.9880608175,83.5245601264,74.9065608879,6239.11375171,6976.35214431,5610.99286406,0.0431630892028,0.139933930466,0.104333799882,14921.1112187,25479.8276093,23487.8622058,24922.0
8931,172.901224,176.878965333,165.361608,66.7260717509,61.0742614741,64.5117156878,4452.3686513,3730.06541461,4161.76146099,0.089292433176,0.141381022782,0.0360062027439,17053.6935296,21899.7471218,12671.7433292,26561.0
8932,206.478075,194.144630556,175.507330556,56.0746937611,65.2505217204,65.4991385154,3144.37128041,4257.63058478,4290.13714626,0.0585535616073,0.0834115812902,0.0241798405423,15470.1512598,24451.1789491,14123.5071423,13393.0
8933,93.1700426667,85.0473973333,90.273296,61.8292246986,58.8867875517,59.8439621011,3822.85302682,3467.65374816,3581.29979996,0.0270493009112,0.0407701319646,0.0162779322429,10092.1545767,10851.9585329,7321.72302126,22814.0
8934,57.4540426667,57.480544,44.7829893333,78.7854560177,77.9813397175,65.1470019958,6207.14807992,6081.08934413,4244.13186904,0.0012144016593,0.243633229308,0.223469604958,2416.30213343,32677.5411101,31204.0337617,10778.0
8935,56.3360746667,63.613416,97.8365653333,70.2986143663,61.1636138959,64.7365688601,4941.89518182,3740.98766481,4190.82334778,0.279355450557,0.614734060423,0.143223557776,30854.7414995,52494.2946614,29484.2145732,10072.0
8936,139.974852197,110.232250333,79.3186577896,59.7764369702,47.968992133,32.7911366627,3573.22241686,2301.02420625,1075.25864363,0.00694366300871,0.0306202634053,0.0151547655276,19986.970731,41231.6175162,21523.2842289,29454.0
8937,206.9092,143.807904,42.5807226667,47.8952209797,48.6070888705,42.7903020927,2293.95219269,2362.64908846,1831.00995318,0.253026235794,1.11853053919,0.50424835429,43990.3159116,108882.945749,68131.3850366,15654.0
8938,26.3530958904,69.1228109589,77.4453369863,33.0100448391,38.7831269934,41.380393523,1089.66306028,1504.13093939,1712.33696812,0.305215325862,0.604192395105,0.16920357362,31065.8279787,39759.9029677,15032.4296107,27515.0
8939,132.359672,85.545656,48.0535066667,91.2011116236,78.5141359726,60.6374422809,8317.64276139,6164.46954753,3676.89940637,0.164346955891,0.43222703405,0.186277458175,42009.5941661,69342.2845456,36222.918132,17143.0
8940,114.453587385,117.995766097,84.8265992116,71.4360239102,64.0174024094,39.742420998,5103.1055121,4098.22781125,1579.46002678,0.1873272713,0.460630789835,0.31333625158,26031.6221354,41368.959124,35348.3511921,28048.0
8941,96.4247066667,99.1641866667,126.029354667,73.7397639286,76.2676347088,86.4077433083,5437.55278425,5816.75210407,7466.29810364,0.188191453817,0.467888079662,0.102958619345,28266.5193648,51232.5041844,28602.2978098,24978.0
8942,165.311776,128.223101333,90.7763866667,94.4548795055,90.1863499453,81.6181225938,8921.72426239,8133.57771646,6661.51793574,0.0870651574435,0.274946733156,0.0891129183511,32846.9537857,61113.3018336,32331.6578294,12489.0
8943,38.7003546667,14.1686266667,14.4953493333,61.8854774726,30.5009328772,30.2918843208,3829.81232201,930.306906381,917.598255705,0.346468118882,0.561263762616,0.103429154396,32947.4431785,37190.5160895,8469.205925,18587.0
8944,113.241493333,153.354445333,155.003901333,85.2038270559,62.2247206007,74.7363780282,7259.69214497,3871.91585384,5585.52620078,0.396917789083,0.82902662422,0.177841492338,48782.040558,68223.5109255,26076.9172258,16618.0
8945,76.3947146667,52.380288,46.7334426667,85.1146023214,57.8121901307,54.6113128255,7244.49552833,3342.2493277,2982.39548852,0.227414144172,0.218606649726,0.0132790885728,36538.5266534,37959.7092586,6873.37100701,13154.0
8946,168.804976,69.0930506667,51.5662346667,87.078615532,63.8173353897,58.4027079935,7582.68528297,4072.65229624,3410.87630097,0.288206772915,0.417350914776,0.0470289607135,71641.7060517,83991.5448126,16051.5330732,16729.0
8947,134.00554866,120.20848519,112.343545839,60.2136049667,58.2551711725,57.2622595957,3625.67822309,3393.66496834,3278.966374,0.110439875821,0.259486488389,0.134554178061,18533.9045266,28350.9644633,18452.9606026,21837.0
8948,148.662434667,151.392450667,148.261437333,101.305696077,87.6435414837,84.8208834025,10262.8440576,7681.39036381,7194.58226119,0.131806297405,0.43539761675,0.172424488726,30830.190074,53925.3399618,31112.972632,12232.0
8949,144.009557333,142.486069333,147.178802667,101.029396564,96.1942074379,94.4978965001,10206.93897,9253.3255446,8929.85244294,0.103519433973,0.145417441757,0.0116390968828,27643.6845229,32572.942836,9417.43388615,22901.0
8950,110.844338505,137.235094499,168.999655853,75.2786410646,70.661653777,70.6881615295,5666.87380053,4993.0693145,4996.81618042,0.107543138538,0.296271892157,0.0675488228039,25691.3117804,48209.7567718,24431.6316483,17083.0
8951,165.642861925,123.561818689,96.5281422594,78.0642563384,82.1178290926,83.5944135233,6094.02811767,6743.33785488,6988.02597231,0.278407642373,0.40502177588,0.269068738169,43822.0722011,60154.3038942,39838.5895458,20192.0
8952,102.237950131,96.3642834646,97.8122703412,85.2566364544,69.453253872,73.2320682885,7268.69405953,4823.75447341,5362.93582582,0.198007386232,0.371014651895,0.0952023656215,31649.9779937,42751.3349499,19370.4417348,28262.0
8953,165.209581333,160.214845333,160.616208,95.1665192019,90.1859510649,90.4051898789,9056.666377,8133.50576948,8173.09835703,0.0299712685045,0.061376916475,0.0149980063711,14545.8917224,20309.0595794,9580.74219463,19955.0
8954,189.313013333,165.946872,111.269261333,65.0979736806,74.3173523484,79.7904903085,4237.74617732,5523.06886008,6366.52234367,0.140787698728,0.5167223841,0.298375132526,27339.5981134,66166.3111938,49591.6454657,27679.0
8955,53.5464397759,40.6352605042,34.6324145658,76.2902251903,69.8269822267,66.9027594968,5820.19845959,4875.80744689,4475.97922829,0.0379478023248,0.0887861000569,0.0183390454822,14790.5816316,21971.2247952,8779.94646909,15473.0
8956,130.127165333,121.214522667,115.590818667,109.679472073,107.207888845,109.632112583,12029.5865943,11493.5314307,12019.2001093,0.0569264768271,0.13449277793,0.0291484457868,23110.7475647,35946.2903788,16462.356909,13387.0
8957,86.7859313078,95.0173949802,106.042005284,78.6455563939,77.340713019,80.3207089635,6185.12354051,5981.58589028,6451.4162884,0.0735114124523,0.118995435599,0.0152309233423,19098.9648672,26653.8748403,10999.4889427,10225.0
8958,118.159090403,94.9057273992,67.8677190542,84.6566160942,85.1099045668,72.176760895,7166.74264852,7243.69585537,5209.4848133,0.0163723404219,0.115771866776,0.0672846832696,16711.6387587,38390.9172331,24902.3721762,10955.0
8959,70.329272,57.3277733333,48.441584,72.57567801,54.6660427137,46.4270422445,5267.22903862,2988.37622598,2155.47025157,0.0860488043267,0.617173371953,0.315606399503,20969.4275554,44673.4878759,25608.9777031,16846.0
8960,104.677646113,81.8861179625,97.0276193029,67.4113224039,54.4415013916,60.0662985243,4544.28638824,2963.87707378,3607.96021841,0.21180846454,0.615899948911,0.178427017474,28920.4113733,43616.2756319,23077.8821819,23142.0
8961,197.870394667,198.412658667,197.836589333,82.6694168508,78.582602134,78.047340153,6834.23248246,6175.22535816,6091.38730495,0.0424577907058,0.120435165636,0.0267515544448,14602.737038,24306.5652242,11103.4057838,10707.0
8962,72.5437733333,60.6427466667,58.62936,92.8770926829,85.2362170406,81.6015535268,8626.15434523,7265.21269539,6658.81353799,0.100133532148,0.147024567653,0.0117563927484,25875.3987989,30919.1815383,8234.20111486,24993.0
8963,145.595544,153.760858667,160.434269333,81.3985499421,70.4765745721,82.2209295626,6625.72393268,4966.94756342,6760.28125815,0.23029620228,0.65438367308,0.221248758264,32566.6904213,58030.1799411,32093.1200883,11084.0
8964,205.500172805,210.127932011,217.344266289,76.6030267375,70.4450307186,61.0856855284,5868.02370535,4962.50235295,3731.46097647,0.0134492815548,0.0487163127293,0.0145435026985,8496.17084339,17188.8930708,9668.93758383,21056.0
8965,67.1055976845,55.1722083936,70.2895050651,87.729666362,66.9477165583,70.8697879483,7696.49435998,4481.99675237,5022.52684384,0.239651234278,0.380768349499,0.0806031203612,34220.3413192,41684.2186205,18668.9561036,19107.0
8966,80.5600824176,61.1103516484,21.6133763736,75.2672429224,57.1325274309,42.6341752418,5665.15785714,3264.12569065,1817.67289855,0.181580989765,0.567478913722,0.242673487216,28737.6898515,54572.1993418,32782.3287916,17164.0
8967,116.51172973,163.087637838,189.835951351,45.7800873475,60.9336131943,74.039967267,2095.81639755,3712.90521691,5481.91675291,0.119590017312,0.209659410195,0.0157722856533,33681.9665697,53015.6183025,19517.6395089,14232.0
8968,77.4986572529,42.9350038511,32.0621591784,67.7639723935,50.3773015333,41.4652376195,4591.95595455,2537.87250978,1719.36593085,0.108531055219,0.357851797154,0.0858384956163,29524.1986005,43090.5147103,14719.4975118,29303.0
8969,90.664064,89.059984,91.2835626667,79.6408192512,76.4016209029,71.8716188228,6342.660091,5837.20767659,5165.52959221,0.00933422864412,0.0543783581556,0.0242936279195,6891.76711737,16006.9329979,10468.9379595,26471.0
8970,171.293562219,91.1003628186,77.3233373313,71.9835006161,88.5640362055,71.2944016164,5181.62436095,7843.58850901,5082.89170185,0.372500133215,0.493150361641,0.176915510063,61809.0582196,68067.4664138,30130.4901387,22507.0
8971,90.3959786667,96.1012853333,144.414266667,71.4910464573,67.7835056629,67.845094535,5110.96972356,4594.60363995,4602.95685246,0.197373069096,0.43289576764,0.0891937525354,27105.3647089,51710.606881,34393.9269058,22500.0
8972,175.484917333,151.923896,133.799178667,91.3986147917,100.447640345,106.924488602,8353.70678585,10089.7284508,11432.8462628,0.093713559583,0.251221807499,0.0768187661225,29734.6567661,50826.9471245,27526.6011887,22411.0
8973,70.2156373333,101.830957333,135.342736,90.0776681863,61.6036080159,79.281883555,8113.98630587,3795.00452058,6285.61706003,0.675152973026,1.10361832373,0.150370423588,59065.52271,86864.3953988,33002.2390907,10808.0
8974,174.218103787,115.439918654,51.2426788219,77.3532829857,69.0639388313,49.4720886541,5983.53038866,4769.82764689,2447.4875558,0.170507068566,0.581223365247,0.355354094063,43653.5632108,85172.4564575,49716.8741173,16183.0
8975,60.9233626667,73.1468933333,50.8976666667,67.0901032447,68.0169824947,57.2825792706,4501.08195339,4626.30990768,3281.29388789,0.0543202197544,0.0726187040557,0.0551715949488,15564.732635,16824.79355,19750.063291,26482.0
8976,86.9418788732,77.740943662,75.6024760563,77.0331684879,74.6148547474,65.6265219493,5934.10904729,5567.37654897,4306.84038316,0.0117625524397,0.0644720694932,0.0289027883809,8951.63884437,17979.1240054,11436.314179,14795.0
8977,214.731791956,196.761789182,194.080158114,68.0974127307,93.0400333897,95.5146277717,4637.25762062,8656.44781316,9123.04411837,0.0611120550581,0.0707728009932,0.00503331258446,24896.9578061,27506.9975461,6086.86388874,17213.0
8978,122.176644979,120.447479491,103.30819802,109.626028171,109.877527653,109.263725732,12017.8660526,12073.0710832,11938.5617608,0.00251569974206,0.089028645144,0.0826624438984,4743.7685441,29662.1387294,28383.3164729,12674.0
8979,189.117736,180.819192,171.457234667,63.9783940371,72.1455126934,80.5216395623,4093.23490357,5204.9750018,6483.73443779,0.0952043830276,0.195795891985,0.050917738792,19504.3042429,31242.4843442,16763.7559634,19590.0
8980,93.588072,88.1064746667,89.5564426667,92.2488062181,92.0034403803,92.8356899952,8509.84224866,8464.63304181,8618.46533689,0.0604410903347,0.151098744117,0.0754536847461,19900.3166055,31252.6730217,22009.0223318,15725.0
8981,65.3679546667,38.1378346667,27.3925786667,78.1339448812,53.6914666243,39.9463870956,6104.9133427,2882.77358827,1595.71384199,0.100655080509,0.215856684111,0.0788604412338,28614.4785554,39911.78891,15524.1467076,10092.0
8982,226.935066667,216.629250667,229.352450667,61.9700867381,69.2416718718,48.707009542,3840.29165033,4794.4091236,2372.37277853,0.165114792484,0.22332945893,0.0264957184504,24311.0470157,23952.5956631,16907.1216356,26600.0
8983,90.8602266667,51.230448,22.0920106667,100.164669816,80.6830503661,52.4817340482,10032.9610794,6509.75461639,2754.3324087,0.199149837043,0.491026932258,0.215970357916,44026.7587156,67542.2254964,36090.3380145,18061.0
8984,178.920637333,122.903584,100.624973333,80.3584777869,90.1988519658,86.7120476231,6457.48495223,8135.83289595,7518.979203,0.306787167193,0.545310633995,0.172068917776,53672.8938571,71859.4470894,34641.6055488,27112.0
8985,181.612998805,166.288224612,148.983519713,84.7327509897,82.5875202657,79.4231384318,7179.63909029,6820.69850363,6308.03491836,0.0239535400329,0.0654295895743,0.0628438666368,15508.4224859,28738.8150591,21783.8469284,12124.0
8986,222.901289326,225.553991573,226.423410112,41.8705703747,48.7955201546,49.3667711021,1753.14466351,2381.00278716,2437.07808905,0.100371024883,0.113429048483,0.00629578811651,12867.9930059,13833.1558583,3344.14488323,20089.0
8987,122.83048169,76.5960253521,57.8082028169,75.1303929715,71.153297838,55.728734665,5644.57594805,5062.79179322,3105.69186736,0.226114056701,0.243139773713,0.0672117053024,40282.6015793,48552.2306697,19974.8302871,28465.0
8988,162.665879896,167.012678851,168.126840731,89.2923775736,86.0500243791,82.6310209875,7973.12869274,7404.60669564,6827.88562944,0.00702014731848,0.0220040932066,0.00468985611067,7251.28829933,12360.4031488,5522.33356472,27441.0
8989,80.4833866667,61.388696,38.3978293333,85.660503205,70.8475180329,39.2372348137,7337.72180933,5019.37081142,1539.56059582,0.0796455400977,0.650565777711,0.528428858978,24114.9036283,55788.1805224,40922.36793,27970.0
8990,76.528651622,80.0033117066,95.1280648801,66.3600769148,64.6082323703,64.6046556066,4403.65980814,4174.22369002,4173.76152604,0.0418585583369,0.068128393186,0.0414487206626,11515.5712407,18188.2043094,14274.3297216,22080.0
8991,146.47604,127.956450667,97.9238213333,84.6761865102,88.7576227081,71.0932015653,7170.05656192,7877.91558879,5054.24330881,0.0134127796433,0.0775786306304,0.0434900133463,14507.4766931,36103.2207705,25711.1850369,26495.0
8992,120.642997312,75.973844086,73.679811828,86.2766807612,72.0198357814,79.6210954781,7443.66564317,5186.85674598,6339.51884513,0.236027720934,0.446613983573,0.753551242176,43692.314965,55852.6983144,56906.4202002,24054.0
8993,118.592224571,103.430993395,113.759902246,69.4331146887,56.9913742718,54.3857851027,4820.95741537,3248.01674139,2957.81362123,0.375435768177,0.632582496528,0.204500346944,35640.1126822,43621.288931,22864.3218574,28401.0
8994,51.7184295676,64.2091352859,43.9091520223,73.3828609428,73.7541952301,61.811584814,5385.04428016,5439.68131404,3820.67201722,0.1896247206,0.231706223428,0.0885398835525,28139.6920026,28695.4760197,22096.9727791,15980.0
8995,111.1756,99.5278506667,78.1767413333,96.0222059976,96.470563291,84.6236752993,9220.26404464,9306.56958167,7161.16642117,0.0286426336944,0.128106536187,0.072566319798,15809.6802624,35182.2490185,25843.5463124,26838.0
8996,172.892863636,151.601735795,145.228769886,65.2622857572,77.2921929629,80.9111712503,4259.16594225,5974.08309301,6546.61763309,0.144078021457,0.301268340368,0.110120357711,26872.8735531,38412.658864,22443.9486276,24139.0
8997,151.562194667,107.01476,98.005208,70.7893147009,80.8902229165,87.651362976,5011.12707582,6543.22816348,7682.76143154,0.261509545959,0.354201334682,0.0439381653102,43652.2984275,53203.0150086,16769.8432312,13124.0
8998,100.79432,66.4419733333,50.0953946667,90.1761296117,60.7569985947,54.6457687156,8131.73435174,3691.41287824,2986.16003852,0.141670511438,0.487170773099,0.166699933643,36731.8657571,56901.5373518,23006.6536245,17915.0
8999,176.387069333,168.601677333,160.878248,87.8050002752,89.3264385072,95.3413675053,7709.71807333,7979.21261639,9089.97635778,0.0735335578198,0.229110809298,0.0792959909379,21357.8420726,39369.8767588,23290.1275222,10792.0
9000,115.658188906,92.4426536732,82.7195502249,56.8853775207,62.4537009982,62.3506662018,3235.94617567,3900.46476837,3887.60557581,0.0749634360405,0.201668017903,0.0461684369112,19176.0628649,29135.6874983,12306.3527903,12130.0
9001,142.025235704,96.9943877266,82.3122984658,90.2822706739,89.5829061746,84.9447859785,8150.88839803,8025.09707868,7215.61666493,0.375210260172,0.448761327667,0.140884718065,53878.9947104,61286.9295854,29217.6408185,27245.0
9002,161.524752,126.40488,106.951045333,100.693986027,103.35491782,105.237667873,10139.278822,10682.2390375,11074.9667394,0.124412137749,0.276210384954,0.0787948258163,37898.1592957,57617.7936752,28036.1754881,22159.0
9003,94.519304,107.173592,136.277021333,59.9174046224,66.494247023,74.6722117559,3590.09537669,4421.48488715,5575.93920851,0.00714581399916,0.0356996646946,0.0126026273491,9880.39786648,29245.9207412,19739.2977079,11772.0
9004,201.811221333,22.867288,22.9401493333,85.7691916713,52.0089091425,51.8150637225,7356.35423995,2704.92663019,2684.80082856,0.791502522974,0.792988644323,0.00149598078539,122814.031458,122774.247365,1743.46178622,10722.0
9005,153.288336,122.164722667,123.155373333,81.0553489147,92.3194806732,89.9467748419,6569.96958768,8522.88651178,8090.42230446,0.259476475932,0.272773128166,0.017650838074,43209.7147757,43147.0556701,10602.1915659,22200.0
9006,116.652506667,103.544472,90.6122906667,71.1778096534,74.4597080188,78.154072712,5066.28058705,5544.24811824,6108.05908147,0.15756816129,0.137748655302,0.0129546677016,26358.8869075,29107.3919306,11152.3193103,15320.0
9007,21.8260961282,23.8932630174,23.2804886515,48.0547910795,51.076136849,50.460016019,2309.26294569,2608.77175541,2546.21321664,0.0253308369896,0.0242264993597,0.00214939011808,7182.39375139,6852.66955281,2105.22350357,14915.0
9008,40.4721973333,21.5901973333,22.112096,76.4952533626,44.8605693875,45.780277673,5851.52378701,2012.47068577,2095.83382382,0.48204690673,0.455021857535,0.0199453440297,41828.6117628,40930.3635459,5580.42059347,28090.0
9009,195.169648,192.574576,181.349002667,55.2489982373,61.5229020644,93.9540707073,3052.45180622,3785.06747842,8827.36740247,0.393118669973,0.87988732149,0.219615022123,31929.0945064,63709.843996,37333.0660407,13168.0
9010,113.251713115,97.8521612022,81.0889590164,95.1028783103,86.9479043132,81.2954729344,9044.55746291,7559.93806445,6608.95391963,0.0443337979367,0.205623604373,0.0754059043923,19480.3515369,40150.8412365,22465.546065,21252.0
9011,125.628056,109.668173333,97.642544,90.5382708416,87.1792799259,88.2914040127,8197.17848699,7600.2268484,7795.37202254,0.024346657616,0.0980129708308,0.0464874864866,15616.5776661,29718.8063522,17973.9162956,16982.0
9012,75.8280373333,136.91632,166.113005333,64.0689515822,53.919857619,63.4261607892,4104.83055684,2907.35104566,4022.87787246,0.671174919317,0.959930314239,0.0692166245052,56365.0457997,77346.8463546,23045.4566672,10201.0
9013,112.364637333,107.940714667,89.0263093333,98.7896034052,93.2033693235,94.0162816032,9759.38574095,8686.86805325,8839.06120649,0.136761923619,0.354577160999,0.0985701600173,31039.8199576,51795.153393,27967.9553418,12144.0
